#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_connacht_adj;Connachtian;connachtiane;Connachtisch;;Connachtiano;;;;;;;;;x
d_leinster_adj;Leinsterian;leinst�rienne;Leinsterisch;;Leinsteriano;;;;;;;;;x
d_munster_adj;Munsterian;munst�roise;Munsterisch;;Munsteriano;;;;;;;;;x
d_ulster_adj;Ulsterian;ulst�rienne;Ulsterisch;;Ulsterano;;;;;;;;;x
d_argyll_adj;Argyllian;argyllienne;Argyllisch;;Argylliano;;;;;;;;;x
d_lothian_adj;Lothian;lothienne;Lothianisch;;Lothiano;;;;;;;;;x
d_galloway_adj;Gallowayan;gallowayane;Gallowayisch;;Gallowayana;;;;;;;;;x
d_northumberland_adj;Northumbrian;northumbrienne;Northumberlandisch;;Northumberland�s;;;;;;;;;x
d_gelre_adj;Gelrian;gueldrienne;Gelrisch;;Gelrian�s;;;;;;;;;x
d_ryazan_adj;Ryazanian;riazanaise;Ryasanisch;;Ryazan�s;;;;;;;;;x
d_bulgar_adj;Bulgarian;bulgare;Bolgarisch;;B�lgaro;;;;;;;;;x
d_mazandaran_adj;Mazandarian;mazandarani;Masandarisch;;Mazandaran�;;;;;;;;;x
d_moray_adj;Moray;morayienne;Morayisch;;Morayana;;;;;;;;;x
d_meath_adj;Meathian;meathienne;Meathisch;;Meathiano;;;;;;;;;x
d_deheubarth_adj;Deheubarthian;deheubarthienne;Deheubarthisch;;Deheubarthiano;;;;;;;;;x
d_brunswick_adj;Brunswickian;brunswickienne;Braunschweigsch;;Brunswickiano;;;;;;;;;x
d_dauphine_adj;Dauphinian;dauphinoise;Dauphinisch;;Dauphiniano;;;;;;;;;x
#d_valois_adj;Valoisaine;valoisienne;Valoisainisch;;Valoisaino;;;;;;;;;x
d_constantine_adj;Constantinian;constantinienne;Constantinisch;;Constantiniano;;;;;;;;;x
d_abbasid_adj;Abbasid;abbasside;Abbasidisch;;Abbasido;;;;;;;;;x
d_balearic_adj;Balearic;bal�are;Balearisch;;Balearo;;;;;;;;;x
d_bergen_adj;Bergener;bergenienne;Bergenisch;;Bergeniano;;;;;;;;;x
d_bordeaux_adj;Bordeauxian;bordelaise;Bordeauisch;;Bordeauxiano;;;;;;;;;x
