#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ERA_CHAR_NAME_6392;Charlemagne;Charlemagne;Karl der Gro�e;;Carlomagno;;;;;;;;;x
ERA_CHAR_NAME_144999;Karloman I;Carloman Ier;Karlmann I.;;Carlom�n I;;;;;;;;;x
ERA_CHAR_NAME_190347;Desiderius of the Lombards;Didier de Lombardie;Desiderius der Lombarde;;Desiderio de los lombardos;;;;;;;;;x
ERA_CHAR_NAME_73679;Abd-al-Rahman I;Abd-al-Rahman Ier;Abd ar-Rahman I.;;Abderram�n I;;;;;;;;;x
ERA_CHAR_NAME_34002;Al-Mansur;Al-Mans�r;Al-Mansur;;Almanzor;;;;;;;;;x
ERA_CHAR_NAME_74413;Krishna I;Krishna Ier;Krishna I.;;Krishna I;;;;;;;;;x
ERA_CHAR_NAME_163112;Halfdan Whiteshirt;Halfdan Chandail blanc;Halfdan Wei�hemd;;Halfdan Camisablanca;;;;;;;;;x
ERA_CHAR_NAME_40605;Rurik;Riourik;Rurik;;Rurik;;;;;;;;;x
ERA_CHAR_NAME_90104;Charles the Bald;Charles le Chauve;Karl der Kahle;;Carlos el Calvo;;;;;;;;;x
ERA_CHAR_NAME_90107;Ludwig the German;Louis le Germanique;Ludwig der Deutsche;;Luis el Alem�n;;;;;;;;;x
ERA_CHAR_NAME_1700;Basil I;Basile Ier;Basileios I.;;Basilio I;;;;;;;;;x
ERA_CHAR_NAME_34014;Al-Mu'tazz;Al-Mu'tazz;Al-Mu'tazz;;Al-Mu'tazz;;;;;;;;;x
ERA_CHAR_NAME_140;William the Conqueror;Guillaume le Conqu�rant;Wilhelm der Eroberer;;Guillermo el Conquistador;;;;;;;;;x
ERA_CHAR_NAME_1316;Heinrich IV;Henri IV;Heinrich IV.;;Heinrich IV;;;;;;;;;x
ERA_CHAR_NAME_1128;Robert Guiscard;Robert Guiscard;Robert Guiscard;;Roberto Guiscardo;;;;;;;;;x
ERA_CHAR_NAME_3096;Al-Mustansir Billah;Al-Mustansir Billah;Al-Mustansir Billah;;Al-Mustansir Billah;;;;;;;;;x
ERA_CHAR_NAME_3040;Alp Arslan;Alp Arslan;Alp Arslan;;Alp Arslan;;;;;;;;;x
ERA_CHAR_NAME_74441;Somesvara I;Somesvara Ier;Somesvara I.;;Somesvara I;;;;;;;;;x
ERA_CHAR_NAME_457620;Fernando III of Castile;Ferdinand III de Castille;Ferdinand III. von Kastilien;;Fernando III de Castilla;;;;;;;;;x
ERA_CHAR_NAME_212513;Friedrich II;Fr�d�ric II;Friedrich II.;;Federico II;;;;;;;;;x
ERA_CHAR_NAME_30809;Isabelle II of Jerusalem;Isabelle II de J�rusalem;Isabelle II. von Jerusalem;;Isabel II de Jerusal�n;;;;;;;;;x
ERA_CHAR_NAME_93052;Mohammed II of Khwarezm;Mohammed II de Khwarezm;Mohammed II. von Choresmien;;Mohammed II de Khwarezm;;;;;;;;;x
ERA_CHAR_NAME_170193;Iltutmish of Delhi;�ltutmish de Delhi;Iltutmish von Delhi;;Iltutmish de Delhi;;;;;;;;;x
ERA_CHAR_NAME_125501;Genghis Khan;Genghis Khan;Dschingis Khan;;Gengis Kan;;;;;;;;;x
ERA_CHAR_NAME_454500;Edward III;�douard III;Eduard III.;;Eduardo III;;;;;;;;;x
ERA_CHAR_NAME_455500;Philippe VI;Philippe VI;Philipp VI.;;Philippe VI;;;;;;;;;x
ERA_CHAR_NAME_471500;Casimir the Great;Casimir le Grand;Kasimir III. der Gro�e;;Casimiro el Grande;;;;;;;;;x
ERA_CHAR_NAME_476500;Orhan Ottoman;Orhan l'Ottoman;Orhan I. Osman;;Orhan Otomano;;;;;;;;;x
ERA_CHAR_NAME_480000;�zbeg Khan;�zbeg Khan;�zbeg Khan;;�zbeg Kan;;;;;;;;;x
ERA_CHAR_NAME_170258;Muhammad bin Tughluq;Mouhammed ibn Tughl�q;Muhammad bin Tughluq;;Muhammad bin Tughluq;;;;;;;;;x
ERA_UMAYYAD_EMPIRE;Umayyad;Omeyyades;Umayyaden;;Omeya;;;;;;;;;x
ERA_RASHTRAKUTA_KINGDOM;Rashtrakuta;Rashtrakuta;Rashtrakuta;;Rashtrakuta;;;;;;;;;x
ERA_JORVIK;Jorvik;Royaume viking d'York;Jorvik;;Jorvik;;;;;;;;;x
ERA_HOLMGARDR;Holmgar�r;Holmsgardr;Holmgar�r;;Holmgardr;;;;;;;;;x
ERA_CHALUKYA;Chalukya;Chalukya;Chalukya;;Chalukya;;;;;;;;;x
ERA_KHWAREZM;Khwarezmid;Khorezmiens;Choresmisch;;Khwarezmid;;;;;;;;;x
ERA_TUGHLUQ;Tughluq;Tughl�q;Tughluq;;Tughluq;;;;;;;;;x
disobedient_daughter_takes_lover;[FromFrom.GetFirstName] takes another lover.;[FromFrom.GetFirstName] a une nouvelle liaison.;[FromFrom.GetFirstName] wechselt den Liebhaber.;;[FromFrom.GetFirstName] toma otro amante.;;;;;;;;;x
DISOBEDIENT_DAUGHTER_MERC_BAND;Hounds of [This.GetFirstName];Chiens de [This.GetFirstName];Bluthunde von [This.GetFirstName];;Perros de [This.GetFirstName];;;;;;;;;x
nick_the_red;the Red;le Rouge;[This.Getderdie] Rote;;el Rojo;;;;;;;;;x
nick_the_sea_devil;the Sea-Devil;le D�mon des mers;der Teufel der See;;el Diablo marino;;;;;;;;;x
nick_the_lioness;the Lioness;la Lionne;die L�win;;la Leona;;;;;;;;;x
nick_the_flail_of;the Flail of [Root.Liege.PrimaryTitle.GetName];la Calamit� [Root.Liege.PrimaryTitle.Get_du_Realm];die Faust von [Root.Liege.PrimaryTitle.GetName];;el Mayal de [Root.Liege.PrimaryTitle.GetName];;;;;;;;;x
nick_the_scourge_of;the Scourge of [Root.Liege.PrimaryTitle.GetName];le Fl�au [Root.Liege.PrimaryTitle.Get_du_Realm];die Gei�el von [Root.Liege.PrimaryTitle.GetName];;el azote de [Root.Liege.PrimaryTitle.GetName];;;;;;;;;x
EVTTITLE_ZE_1011;The Disobedient Daughter;La fille d�sob�issante;Die ungehorsame Tochter;;La Filha Desobediente;;;;;;;;;x
EVTDESC_ZE_1011;Your daughter [FromFrom.GetFirstName] comes to see you. She is very unhappy with the arranged marriage: '[Root.GetFatherMother] - I do not love my new husband and I will not accept this! I implore you to annul the marriage!';Votre fille [FromFrom.GetFirstName] vient vous voir. Elle est tr�s m�contente du mariage arrang�: ��[Root.GetFatherMother] - je n'aime pas mon nouveau mari et je n'accepterai pas cette situation�! Je vous implore d'annuler le mariage�!��;Eure Tochter [FromFrom.GetFirstName] besucht Euch. Sie ist sehr ungl�cklich mit der vereinbarten Verm�hlung: "[Root.GetFatherMother] � ich liebe meinen Ehemann nicht und kann dies nicht akzeptieren! Ich bitte Euch inst�ndig darum, diese Heirat zu annullieren!";;Tu hija [FromFrom.GetFirstName] viene a verte. Es muy infeliz con su matrimonio concertado: '�[Root.GetFatherMother], no amo a mi nuevo esposo y no voy a aceptar esto! �Te imploro que anules el matrimonio!';;;;;;;;;x
EVTOPTA_ZE_1011;You are not thinking straight, [FromFrom.GetFirstName].;Vous n'avez pas les id�es claires, [FromFrom.GetFirstName].;Du h�ngst absonderlichen Gedanken nach, [FromFrom.GetFirstName].;;No piensas con claridad, [FromFrom.GetFirstName].;;;;;;;;;x
EVTOPTB_ZE_1011;Very well, we shall not force you.;Tr�s bien, nous ne vous forcerons pas la main.;Nun gut, wir wollen dich zu nichts zwingen.;;Muy bien, Não te obligaremos.;;;;;;;;;x
EVTDESC_ZE_1012;As the wedding celebrations are being prepared, [From.GetTitledName] informs you that [From.GetHerHis] daughter will not accept marrying [target_spurned_spouse.GetTitledName], and [From.GetSheHe] has decided to annul the marriage!;Tandis que les pr�paratifs du mariage sont en cours, [From.Get_le_TitledName] vous informe que sa fille refuse d'�pouser [target_spurned_spouse.Get_le_TitledName], et [From.GetIlElle] a d�cid� d'annuler le mariage�!;Als die Vorbereitungen f�r das Hochzeitsfest laufen, informiert Euch [From.GetTitledName], dass [From.GetHerHis]e Tochter die Verm�hlung mit [target_spurned_spouse.GetTitledName] nicht akzeptieren wird und dass [From.GetSheHe] beschlossen hat, die Heirat zu annullieren.;;Cuando se estaban preparando las celebraciones de boda, [From.GetTitledName] te informa que [From.GetHerHis] hija no aceptar� casarse con [target_spurned_spouse.GetTitledName], �y [From.GetSheHe] ha decidido anular el matrimonio!;;;;;;;;;x
EVTOPTA_ZE_1012;What? This is unheard of!;Quoi�? C'est du jamais vu�!;Wie bitte? Das ist ja unerh�rt!;;�Qu�? Esto es inaudito!;;;;;;;;;x
