#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
INSULT_PIGFACE;pigface;face de cochon;[Root.GetGesichtskrapfenHackfresse];;caracerdo;;;;;;;;;x #noun - child - chaste gluttonous
EVTDESC_RIP_11053_PAGAN_MYSTIC;There reportedly lives a [recruited_physician_target.Religion.GetName] Mystic not far from our borders. Even though [recruited_physician_target.GetSheHe] is a heathen the locals respect [recruited_physician_target.GetHerHim] and turn to [recruited_physician_target.GetHerHim] in times of need. Rumors say that the Mystic, named [recruited_physician_target.GetFirstName], is able to call healing spirits into the bodies of [recruited_physician_target.GetHerHis] patients. [recruited_physician_target.GetSheHeCap] would be willing to take up residence at your court for a small fee.;Il vivrait un[recruited_physician_target.Get_E] mystique de religion [recruited_physician_target.Religion.GetName] non loin de nos fronti�res. Malgr� ses croyances infid�les, les habitants [recruited_physician_target.GetLeLa] respectent et se tournent vers [recruited_physician_target.GetLuiElle] en cas de besoin. [recruited_physician_target.GetIlElleCap] s'appelle [recruited_physician_target.GetFirstName] et, d'apr�s les rumeurs, [recruited_physician_target.GetIlElle] est capable de faire appel aux esprits gu�risseurs pour soigner les corps malades. [recruited_physician_target.GetIlElleCap] rejoindra votre Cour pour une somme modique.;Nicht weit von den Grenzen unseres Reichs soll [recruited_physician_target.Geteineine] Esoteriker[recruited_physician_target.GetinFemale] des [recruited_physician_target.Religion.GetName]en Glaubens leben. Obwohl [recruited_physician_target.GetSheHe] heidnisch ist, respektieren die ans�ssigen Menschen [recruited_physician_target.GetFirstName] und bitten [recruited_physician_target.GetHerHim] in Notlagen um Hilfe. [recruited_physician_target.GetFirstName] soll sogar heilende Geister in die K�rper der Leidenden beschw�ren k�nnen. Gegen eine kleine Entsch�digung w�rde [recruited_physician_target.GetSheHe] sich an Eurem Hof niederlassen.;;Un[recruited_physician_target.GetXA] [recruited_physician_target.Religion.GetName] m�stic[recruited_physician_target.GetOA] no reside lejos de nuestras fronteras. Aunque es un[recruited_physician_target.GetXA] hereje, la gente de los alrededores [recruited_physician_target.GetRleRla] respetan y [recruited_physician_target.GetRleRla] buscan en momentos de necesidad. Las rumores dicen que [recruited_physician_target.GetElLa] m�stic[recruited_physician_target.GetOA], de nombre [recruited_physician_target.GetFirstName], es capaz de llamar esp�ritus curativos al interior de los cuerpos de sus pacientes. [recruited_physician_target.GetElEllaCap] se sentir�a dispuest[recruited_physician_target.GetOA] a establecerse en tu corte a cambio de una suma m�dica.;;;;;;;;;x
EVTOPTM_RIP_11053;[recruited_physician_target.GetSheHeCap] will do just fine!;[recruited_physician_target.GetIlElleCap] conviendra tout � fait�!;[recruited_physician_target.GetSheHeCap] gen�gt mir!;;�[recruited_physician_target.GetElEllaCap] me servir�!;;;;;;;;;x
EVTDESC_RIP_11053_INSANE_ZEALOT;A messenger brings you word from [zealot_temple_target.GetName], one of the [Root.Religion.GetPriestTitle]s residing there is willing to serve as your personal physician! The [Root.Religion.GetPriestTitle], named [recruited_physician_target.GetFirstName], is schooled in formal medicine and has served in several sick houses. Though it appears as if the other [Root.Religion.GetPriestTitle]s are happy to see [recruited_physician_target.GetHerHim] go, as [recruited_physician_target.GetSheHe] is renowned for being a tad overzealous and frankly - insane.;Un messager rapporte qu'un [Root.Religion.GetPriestTitle] de [zealot_temple_target.GetName], [recruited_physician_target.GetFirstName], accepterait de vous servir en tant que physicien�! [recruited_physician_target.GetIlElleCap] a �tudi� la m�decine formelle et servi dans plusieurs maisons de malades. Cependant, les autres [Root.Religion.GetPriestTitle]s sont heureux de [recruited_physician_target.GetLeLa] voir partir, puisqu'[recruited_physician_target.GetIlElle] a comme r�putation de faire preuve de trop de z�le et de souffrir de... folie.;Ein Bote bringt Euch Kunde von [zealot_temple_target.GetName]. Einer der dort ans�ssigen Heiler ist gewillt, an Eurem Hof zu praktizieren! [recruited_physician_target.GetSheHeCap] hat eine formelle medizinische Ausbildung durchlaufen und bereits in mehreren Krankenh�usern gedient. Die anderen dort scheinen [recruited_physician_target.GetFirstName] keine Tr�ne nachzuweinen, da [recruited_physician_target.GetSheHe] als etwas �bereifrig, um nicht zu sagen wahnsinnig, gilt.;;�Un mensajero te habla sobre [zealot_temple_target.GetName], un[recruited_physician_target.GetOA] de [recruited_physician_target.GetLoLa]s [Root.Religion.GetPriestTitle]s que reside all� que est� dispuest[recruited_physician_target.GetOA] a servirte como m�dico personal! [recruited_physician_target.GetElLaCap] [Root.Religion.GetPriestTitle], de nombre [recruited_physician_target.GetFirstName], recibi� formaci�n en ciencia m�dica y ha servido en varias casas de salud. Si bien parece que [recruited_physician_target.GetLoLa]s otr[recruited_physician_target.GetOA]s [Root.Religion.GetPriestTitle]s se sentir�an felices de ver[recruited_physician_target.GetRleRla] partir, ya tiene fama de ser un pel�n demasiado apasionado[recruited_physician_target.GetOA], y francamente, chiflad[recruited_physician_target.GetOA].;;;;;;;;;x
EVTOPTN_RIP_11053;What is the worst that could happen?;Qu'est-ce qui pourrait arriver de pire�?;Was k�nnte schon schiefgehen?;;�Qu� es lo peor que podr�a pasar?;;;;;;;;;x
EVTDESC_RIP_11053_WELL_TRAVELLED_PILGRIM;One of your scouts report of a pilgrim who just arrived in [Root.Capital.GetName]. The pilgrim, known as [recruited_physician_target.GetFirstName], has been on a pious quest to visit all the [recruited_physician_target.Religion.GetName] holy sites and is now ending [recruited_physician_target.GetHerHis] journey here. During [recruited_physician_target.GetHerHis] travels [recruited_physician_target.GetSheHe] has accumulated a vast knowledge regarding medicine and is seeking to put [recruited_physician_target.GetHerHis] skills to use.;Un �claireur rapporte qu'un[recruited_physician_target.Get_E] [recruited_physician_target.GetManWoman] en p�lerinage vient d'arriver � [Root.Capital.GetName]. [recruited_physician_target.GetIlElleCap] a eu comme qu�te pieuse de visiter tous les lieux saints [recruited_physician_target.GetReligionMascPl] et son voyage prend fin ici. Durant son p�lerinage, [recruited_physician_target.GetIlElle] a accumul� de vastes connaissances sur la m�decine et met � disposition ses comp�tences.;Einer Eurer Kundschafter berichtet von Pilgern, die gerade in [Root.Capital.GetName] eingetroffen sind. [recruited_physician_target.GetFirstName] ist einer von ihnen und war auf einer Pilgerreise zu allen heiligen [recruited_physician_target.Religion.GetName]en St�tten und hat diese Reise nun abgeschlossen. W�hrend dieser Reise konnte [recruited_physician_target.GetFirstName] sich umfangreiches medizinisches Wissen aneignen und m�chte dieses nun aktiv anwenden.;;Uno de tus exploradores informa de un peregrino que acaba de llegar a [Root.Capital.GetName]. El peregrino, de nombre [recruited_physician_target.GetFirstName], realiz� la misi�n piadosa de visitar todos los lugares sagrados del [recruited_physician_target.Religion.GetName] y ahora est� terminando su trayecto aqu�. En sus viajes ha acumulado unos enormes conocimientos de medicina y busca dar uso a sus habilidades.;;;;;;;;;x
EVTOPTO_RIP_11053;I will recruit this pilgrim!;Je vais [recruited_physician_target.GetLeLa] recruter.;Pilger sind an meinem Hof jederzeit willkommen!;;�Reclutar� a este peregrino!;;;;;;;;;x
EVTDESC_RIP_11053_STUDENT_OF_MEDICINE;An envoy from the city of [student_city_target.GetName] arrived with news regarding your search for a physician. The envoy told you of a promising medical student, named [recruited_physician_target.GetFirstName]. The young [recruited_physician_target.GetManWoman] managed to save the life of one of the daughters of an important local trader not long ago, and apparently she only lost an eye in the process! Coercing [recruited_physician_target.GetHerHim] to join your court would be an easy task.;Un envoy� de la cit� de [student_city_target.GetName] vous a parl� de [recruited_physician_target.GetFirstName], un[recruited_physician_target.Get_E] jeune [recruited_physician_target.GetManWoman] ayant un don pour les arts m�dicinaux. [recruited_physician_target.GetIlElleCap] a r�ussi � sauver la vie d'une des filles d'un important n�gociant il y a peu, et apparemment elle n'a perdu qu'un oeil dans l'op�ration�! Nous pourrions facilement [recruited_physician_target.GetLeLa] contraindre � rejoindre votre Cour.;Ein Gesandter aus [student_city_target.GetName] ist mit Ergebnissen f�r Eure Suche nach einem Arzt eingetroffen. [recruited_physician_target.GetFirstName] ist [recruited_physician_target.Geteineine] vielversprechende[recruited_physician_target.GetrMale] Medizinstudent[recruited_physician_target.GetinFemale]. [recruited_physician_target.GetSheHeCap] rettete vor Kurzem das Leben einer der T�chter eines einflussreichen Kaufmanns und diese verlor bei der gesamten Prozedur nur ein Auge! [recruited_physician_target.GetHerHimCap] an Euren Hof zu lotsen, sollte nicht schwierig werden.;;Un enviado de la ciudad de [student_city_target.GetName] ha llegado con noticias respecto a tu b�squeda de un m�dico. El enviado te informa de un[recruited_physician_target.GetXA] prometedor[recruited_physician_target.GetXA] estudiante de medicina, de nombre [recruited_physician_target.GetFirstName]. �Un[recruited_physician_target.GetXA] joven que consigui� salvar la vida la una de las hijas de un importante comerciante local hace poco tiempo, y al parecer solo perdi� un ojo en el proceso! Coaccionarle para que se una a tu corte ser�a una tarea f�cil.;;;;;;;;;x
EVTOPTP_RIP_11053;Young but skilled, bring [recruited_physician_target.GetHerHim] to court!;Jeune mais avec du talent, amenez-[recruited_physician_target.GetLeLa] � la Cour�!;Jung aber talentiert, willkommen an meinem Hof!;;�Joven, pero expert[recruited_physician_target.GetOA], traed[recruited_physician_target.GetRleRla] a la corte!;;;;;;;;;x
EVTDESC_RIP_11053_BLIND_MIRACLE_WORKER;Scouts bring word of a mystic blind [recruited_physician_target.GetManWoman] that supposedly works miracles! [recruited_physician_target.GetSheHeCap] appears around the villages and cures all manner of ailments afflicting the peasants. There are even rumors that [recruited_physician_target.GetSheHe] made a lame man able to walk again! The peasants call [recruited_physician_target.GetHerHim] [recruited_physician_target.GetFirstNameWithNick]. A gift of gold would convince [recruited_physician_target.GetHerHim] to come to your court.;Des �claireurs rapportent qu'un un[recruited_physician_target.Get_E] [recruited_physician_target.GetManWoman], mystique et aveugle, pourrait r�aliser des miracles�! [recruited_physician_target.GetIlElleCap] se montre � proximit� des villages et soigne toutes sortes d'affections touchant les paysans. Il y a des rumeurs comme quoi [recruited_physician_target.GetIlElle] aurait rendu un homme boiteux capable de marcher de nouveau�! Les paysans l'appellent [recruited_physician_target.GetFirstNameWithNick]. De l'or devrait [recruited_physician_target.GetLeLa] convaincre de rejoindre votre Cour.;Eure Kundschafter berichten von einem/einer Blinden, [recruited_physician_target.Getderdie] wahre Wunder vollbringen soll! [recruited_physician_target.GetSheHeCap] zieht durch die D�rfer und heilt allerlei Gebrechen der Bauern. Es hei�t sogar, [recruited_physician_target.GetSheHe] h�tte einen Lahmen wieder gehen lassen! Die Bauern nennen [recruited_physician_target.GetHerHim] [recruited_physician_target.GetFirstNameWithNick], und mit einem Goldgeschenk w�rde [recruited_physician_target.GetSheHe] sich dazu �berreden lassen, an Euren Hof zu kommen.;;�Los exploradores informan de un[recruited_physician_target.GetXA] m�stic[recruited_physician_target.GetOA] cieg[recruited_physician_target.GetOA] que al parecer obra milagros! [recruited_physician_target.GetElEllaCap] aparece por las aldeas y cura toda clase de dolencias que afligen a los campesinos. �Incluso corren rumores de que hizo que un cojo volviese a andar de nuevo! Los campesinos [recruited_physician_target.GetRleRla] llaman [recruited_physician_target.GetFirstNameWithNick]. Un regalo de oro [recruited_physician_target.GetRleRla] convencer�a a venir a tu corte.;;;;;;;;;x
EVTOPTQ_RIP_11053;He will work miracles at my court!;[recruited_physician_target.GetIlElleCap] fera des miracles � ma Cour�!;[recruited_physician_target.GetSheHeCap] wird Wunder an meinem Hof vollbringen!;;�Har� milagros en mi corte!;;;;;;;;;x
EVTDESC_RIP_11053_FIELD_SURGEON;Your messengers tell you of a mercenary band that just arrived in [Root.Capital.GetName]. Along with them is the field surgeon [recruited_physician_target.GetFirstName], known for [recruited_physician_target.GetHerHis] ability to rapidly amputate limbs and save the lives of gravely wounded soldiers. Despite the reputation of mercenaries often being greedy, hiring [recruited_physician_target.GetHerHim] seems comparatively cheap!;Vos messagers mentionnent une bande de mercenaires qui vient juste d'arriver � [Root.Capital.GetName]. Parmi eux se trouve un chirurgien de terrain, [recruited_physician_target.GetFirstName], dont les capacit�s � amputer rapidement des membres et de sauver la vie � des soldats gravement bless�s sont connues. Malgr� la cupidit� r�put�e des mercenaires, l'embaucher semblera comparativement bon march�!;Eure Kundschafter berichten von einer S�ldnertruppe, die gerade in [Root.Capital.GetName] eingetroffen ist. Darunter befindet sich auch [recruited_physician_target.GetFirstName], eine Koryph�e der Feldchirurgie. [recruited_physician_target.GetSheHeCap] ist daf�r bekannt, K�rperteile in Windeseile amputieren und schwer verwundete Soldaten so vor dem sicheren Tod retten zu k�nnen. S�ldner gelten zwar oft als gierig, doch [recruited_physician_target.GetFirstName] an Euren Hof zu holen erscheint verh�ltnism��ig billig!;;Tus mensajeros te informan de una compa��a mercenaria que acaba de llegar a [Root.Capital.GetName]. Junto con ellos est� su m�dico de campa�a, [recruited_physician_target.GetFirstName], conocido por su capacidad para amputar miembros r�pidamente y salvar las vidas de soldados gravemente heridos. �A pesar de la reputaci�n de codicia de los mercenarios, contratar[recruited_physician_target.GetRleRla] parece relativamente barato!;;;;;;;;;x
EVTOPTR_RIP_11053;Perfect, [recruited_physician_target.GetSheHe] will serve me well!;Parfait, [recruited_physician_target.GetIlElle] me servira bien�!;Perfekt, [recruited_physician_target.GetSheHe] wird mir gute Dienste leisten!;;�Perfecto, me servir� bien!;;;;;;;;;x
